strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
QX1794	F54E7.9.1	WBGene00018831	F54E7.9	5.28426482791301	STR_13083	STR length	16	REF
RC301	F54E7.9.1	WBGene00018831	F54E7.9	4.92741056641742	STR_13083	STR length	16	REF
WN2050	F54E7.9.1	WBGene00018831	F54E7.9	5.20795578363978	STR_13083	STR length	16	REF
XZ1513	F54E7.9.1	WBGene00018831	F54E7.9	5.05434831103379	STR_13083	STR length	16	REF
XZ1515	F54E7.9.1	WBGene00018831	F54E7.9	4.80238168379275	STR_13083	STR length	16	REF
CX11271	F54E7.9.1	WBGene00018831	F54E7.9	5.18418857310914	STR_13083	STR length	15	ALT
CX11285	F54E7.9.1	WBGene00018831	F54E7.9	5.16793796595415	STR_13083	STR length	15	ALT
ECA363	F54E7.9.1	WBGene00018831	F54E7.9	5.00770526324644	STR_13083	STR length	15	ALT
ECA705	F54E7.9.1	WBGene00018831	F54E7.9	5.10160707503291	STR_13083	STR length	15	ALT
ECA743	F54E7.9.1	WBGene00018831	F54E7.9	5.23596618420824	STR_13083	STR length	15	ALT
ECA745	F54E7.9.1	WBGene00018831	F54E7.9	5.21766147964282	STR_13083	STR length	15	ALT
ECA923	F54E7.9.1	WBGene00018831	F54E7.9	5.04386919113733	STR_13083	STR length	15	ALT
ED3040	F54E7.9.1	WBGene00018831	F54E7.9	5.22121499619673	STR_13083	STR length	15	ALT
JU1242	F54E7.9.1	WBGene00018831	F54E7.9	5.1913725215389	STR_13083	STR length	15	ALT
JU1409	F54E7.9.1	WBGene00018831	F54E7.9	5.26982881353069	STR_13083	STR length	15	ALT
JU1491	F54E7.9.1	WBGene00018831	F54E7.9	5.04570192268899	STR_13083	STR length	15	ALT
JU2001	F54E7.9.1	WBGene00018831	F54E7.9	5.20153617628568	STR_13083	STR length	15	ALT
JU2131	F54E7.9.1	WBGene00018831	F54E7.9	5.38221962390277	STR_13083	STR length	15	ALT
JU2250	F54E7.9.1	WBGene00018831	F54E7.9	5.19509425308243	STR_13083	STR length	15	ALT
JU2519	F54E7.9.1	WBGene00018831	F54E7.9	5.09402960895551	STR_13083	STR length	15	ALT
JU2522	F54E7.9.1	WBGene00018831	F54E7.9	5.19265532469142	STR_13083	STR length	15	ALT
JU2526	F54E7.9.1	WBGene00018831	F54E7.9	4.73980000013625	STR_13083	STR length	15	ALT
JU2570	F54E7.9.1	WBGene00018831	F54E7.9	4.98886419582639	STR_13083	STR length	15	ALT
JU3140	F54E7.9.1	WBGene00018831	F54E7.9	5.13670639965144	STR_13083	STR length	15	ALT
JU397	F54E7.9.1	WBGene00018831	F54E7.9	5.2066375646816	STR_13083	STR length	15	ALT
JU774	F54E7.9.1	WBGene00018831	F54E7.9	5.26503283339119	STR_13083	STR length	15	ALT
JU775	F54E7.9.1	WBGene00018831	F54E7.9	5.15305996909655	STR_13083	STR length	15	ALT
JU778	F54E7.9.1	WBGene00018831	F54E7.9	5.23570003443683	STR_13083	STR length	15	ALT
JU792	F54E7.9.1	WBGene00018831	F54E7.9	5.07119217921171	STR_13083	STR length	15	ALT
LKC34	F54E7.9.1	WBGene00018831	F54E7.9	5.1088572170395	STR_13083	STR length	15	ALT
MY10	F54E7.9.1	WBGene00018831	F54E7.9	5.22742167685744	STR_13083	STR length	15	ALT
MY23	F54E7.9.1	WBGene00018831	F54E7.9	5.1916337005548	STR_13083	STR length	15	ALT
NIC207	F54E7.9.1	WBGene00018831	F54E7.9	5.33377613756078	STR_13083	STR length	15	ALT
NIC236	F54E7.9.1	WBGene00018831	F54E7.9	5.16319055481099	STR_13083	STR length	15	ALT
NIC256	F54E7.9.1	WBGene00018831	F54E7.9	5.20498562780997	STR_13083	STR length	15	ALT
NIC258	F54E7.9.1	WBGene00018831	F54E7.9	5.1470743098581	STR_13083	STR length	15	ALT
NIC260	F54E7.9.1	WBGene00018831	F54E7.9	5.24002110327711	STR_13083	STR length	15	ALT
NIC261	F54E7.9.1	WBGene00018831	F54E7.9	4.85074345502659	STR_13083	STR length	15	ALT
NIC271	F54E7.9.1	WBGene00018831	F54E7.9	5.25774113750544	STR_13083	STR length	15	ALT
NIC274	F54E7.9.1	WBGene00018831	F54E7.9	5.68750065448236	STR_13083	STR length	15	ALT
NIC275	F54E7.9.1	WBGene00018831	F54E7.9	5.28630755078487	STR_13083	STR length	15	ALT
NIC276	F54E7.9.1	WBGene00018831	F54E7.9	4.96386804242736	STR_13083	STR length	15	ALT
NIC513	F54E7.9.1	WBGene00018831	F54E7.9	5.44673561945812	STR_13083	STR length	15	ALT
NIC514	F54E7.9.1	WBGene00018831	F54E7.9	5.13594730187503	STR_13083	STR length	15	ALT
QX1793	F54E7.9.1	WBGene00018831	F54E7.9	5.31354290159843	STR_13083	STR length	15	ALT
AB1	R08D7.3.2	WBGene00001227	eif-3.D	7.32734324736055	STR_13083	STR length	16	REF
BRC20067	R08D7.3.2	WBGene00001227	eif-3.D	7.09945600393072	STR_13083	STR length	16	REF
BRC20263	R08D7.3.2	WBGene00001227	eif-3.D	7.21715428700772	STR_13083	STR length	16	REF
CB4852	R08D7.3.2	WBGene00001227	eif-3.D	7.29005161580515	STR_13083	STR length	16	REF
CB4856	R08D7.3.2	WBGene00001227	eif-3.D	7.18473584776496	STR_13083	STR length	16	REF
CX11254	R08D7.3.2	WBGene00001227	eif-3.D	7.14976859888051	STR_13083	STR length	16	REF
CX11262	R08D7.3.2	WBGene00001227	eif-3.D	7.22944057848747	STR_13083	STR length	16	REF
CX11264	R08D7.3.2	WBGene00001227	eif-3.D	7.18732841552963	STR_13083	STR length	16	REF
CX11276	R08D7.3.2	WBGene00001227	eif-3.D	7.11353873828877	STR_13083	STR length	16	REF
CX11292	R08D7.3.2	WBGene00001227	eif-3.D	7.21335181598756	STR_13083	STR length	16	REF
CX11307	R08D7.3.2	WBGene00001227	eif-3.D	7.15431665929938	STR_13083	STR length	16	REF
CX11314	R08D7.3.2	WBGene00001227	eif-3.D	7.1429049348374	STR_13083	STR length	16	REF
CX11315	R08D7.3.2	WBGene00001227	eif-3.D	7.19486255254869	STR_13083	STR length	16	REF
DL200	R08D7.3.2	WBGene00001227	eif-3.D	7.05044918763579	STR_13083	STR length	16	REF
DL226	R08D7.3.2	WBGene00001227	eif-3.D	7.28569786537037	STR_13083	STR length	16	REF
DL238	R08D7.3.2	WBGene00001227	eif-3.D	7.16939515940571	STR_13083	STR length	16	REF
ECA189	R08D7.3.2	WBGene00001227	eif-3.D	7.14475028110665	STR_13083	STR length	16	REF
CB4855	R08D7.3.2	WBGene00001227	eif-3.D	7.36114909966533	STR_13083	STR length	16	REF
CB4857	R08D7.3.2	WBGene00001227	eif-3.D	7.19601128835547	STR_13083	STR length	16	REF
CB4858	R08D7.3.2	WBGene00001227	eif-3.D	7.12431005887725	STR_13083	STR length	16	REF
PB306	R08D7.3.2	WBGene00001227	eif-3.D	7.33024873459654	STR_13083	STR length	16	REF
ECA348	R08D7.3.2	WBGene00001227	eif-3.D	7.26590039490497	STR_13083	STR length	16	REF
ECA349	R08D7.3.2	WBGene00001227	eif-3.D	7.19369478434686	STR_13083	STR length	16	REF
ECA372	R08D7.3.2	WBGene00001227	eif-3.D	7.25526920396445	STR_13083	STR length	16	REF
ECA592	R08D7.3.2	WBGene00001227	eif-3.D	7.19939112173679	STR_13083	STR length	16	REF
ECA594	R08D7.3.2	WBGene00001227	eif-3.D	7.16791645939011	STR_13083	STR length	16	REF
ECA703	R08D7.3.2	WBGene00001227	eif-3.D	7.27225508562067	STR_13083	STR length	16	REF
ECA710	R08D7.3.2	WBGene00001227	eif-3.D	7.15521657422657	STR_13083	STR length	16	REF
ECA738	R08D7.3.2	WBGene00001227	eif-3.D	7.245063372049	STR_13083	STR length	16	REF
ECA777	R08D7.3.2	WBGene00001227	eif-3.D	7.24460688382714	STR_13083	STR length	16	REF
ECA812	R08D7.3.2	WBGene00001227	eif-3.D	7.18899329460985	STR_13083	STR length	16	REF
ED3005	R08D7.3.2	WBGene00001227	eif-3.D	7.3517279287437	STR_13083	STR length	16	REF
ED3012	R08D7.3.2	WBGene00001227	eif-3.D	7.19255758873869	STR_13083	STR length	16	REF
ED3048	R08D7.3.2	WBGene00001227	eif-3.D	7.24482707569319	STR_13083	STR length	16	REF
ED3049	R08D7.3.2	WBGene00001227	eif-3.D	6.99968700215424	STR_13083	STR length	16	REF
ED3052	R08D7.3.2	WBGene00001227	eif-3.D	7.09672340843882	STR_13083	STR length	16	REF
ED3073	R08D7.3.2	WBGene00001227	eif-3.D	7.21631855184691	STR_13083	STR length	16	REF
ED3077	R08D7.3.2	WBGene00001227	eif-3.D	7.28795907912839	STR_13083	STR length	16	REF
EG4347	R08D7.3.2	WBGene00001227	eif-3.D	7.21083124726067	STR_13083	STR length	16	REF
EG4724	R08D7.3.2	WBGene00001227	eif-3.D	7.36298762564521	STR_13083	STR length	16	REF
EG4946	R08D7.3.2	WBGene00001227	eif-3.D	7.29419962447902	STR_13083	STR length	16	REF
GXW1	R08D7.3.2	WBGene00001227	eif-3.D	7.21095854925339	STR_13083	STR length	16	REF
JT11398	R08D7.3.2	WBGene00001227	eif-3.D	7.13706590272197	STR_13083	STR length	16	REF
JU1088	R08D7.3.2	WBGene00001227	eif-3.D	7.13030010165074	STR_13083	STR length	16	REF
JU1200	R08D7.3.2	WBGene00001227	eif-3.D	7.32810755688572	STR_13083	STR length	16	REF
JU1212	R08D7.3.2	WBGene00001227	eif-3.D	7.36360612722765	STR_13083	STR length	16	REF
JU1213	R08D7.3.2	WBGene00001227	eif-3.D	7.04731718355395	STR_13083	STR length	16	REF
JU1246	R08D7.3.2	WBGene00001227	eif-3.D	7.35630793953828	STR_13083	STR length	16	REF
JU1395	R08D7.3.2	WBGene00001227	eif-3.D	7.35135974093942	STR_13083	STR length	16	REF
JU1440	R08D7.3.2	WBGene00001227	eif-3.D	7.25669129836327	STR_13083	STR length	16	REF
JU1530	R08D7.3.2	WBGene00001227	eif-3.D	7.13319253731038	STR_13083	STR length	16	REF
JU1543	R08D7.3.2	WBGene00001227	eif-3.D	7.38551589248933	STR_13083	STR length	16	REF
JU1568	R08D7.3.2	WBGene00001227	eif-3.D	7.15507169837814	STR_13083	STR length	16	REF
JU1581	R08D7.3.2	WBGene00001227	eif-3.D	7.03381118675737	STR_13083	STR length	16	REF
JU1586	R08D7.3.2	WBGene00001227	eif-3.D	7.21378794039003	STR_13083	STR length	16	REF
JU1652	R08D7.3.2	WBGene00001227	eif-3.D	7.26403987620651	STR_13083	STR length	16	REF
JU1666	R08D7.3.2	WBGene00001227	eif-3.D	7.14998042163915	STR_13083	STR length	16	REF
JU1792	R08D7.3.2	WBGene00001227	eif-3.D	7.30044123772444	STR_13083	STR length	16	REF
JU1793	R08D7.3.2	WBGene00001227	eif-3.D	7.18535507614605	STR_13083	STR length	16	REF
JU1808	R08D7.3.2	WBGene00001227	eif-3.D	7.1974469942454	STR_13083	STR length	16	REF
JU1896	R08D7.3.2	WBGene00001227	eif-3.D	7.30359806009622	STR_13083	STR length	16	REF
JU1934	R08D7.3.2	WBGene00001227	eif-3.D	7.50043433798809	STR_13083	STR length	16	REF
JU2007	R08D7.3.2	WBGene00001227	eif-3.D	7.16825258713466	STR_13083	STR length	16	REF
JU2016	R08D7.3.2	WBGene00001227	eif-3.D	7.38370160635571	STR_13083	STR length	16	REF
JU2017	R08D7.3.2	WBGene00001227	eif-3.D	7.36165801390715	STR_13083	STR length	16	REF
JU2106	R08D7.3.2	WBGene00001227	eif-3.D	7.34490247866408	STR_13083	STR length	16	REF
JU2141	R08D7.3.2	WBGene00001227	eif-3.D	7.30614704137665	STR_13083	STR length	16	REF
JU2234	R08D7.3.2	WBGene00001227	eif-3.D	7.27725998656937	STR_13083	STR length	16	REF
JU2257	R08D7.3.2	WBGene00001227	eif-3.D	7.29500121307654	STR_13083	STR length	16	REF
JU2466	R08D7.3.2	WBGene00001227	eif-3.D	7.1061682218069	STR_13083	STR length	16	REF
JU2478	R08D7.3.2	WBGene00001227	eif-3.D	7.14505149956204	STR_13083	STR length	16	REF
JU2513	R08D7.3.2	WBGene00001227	eif-3.D	7.28846877358945	STR_13083	STR length	16	REF
JU2534	R08D7.3.2	WBGene00001227	eif-3.D	7.19468643306545	STR_13083	STR length	16	REF
JU2565	R08D7.3.2	WBGene00001227	eif-3.D	7.30736476462006	STR_13083	STR length	16	REF
JU2566	R08D7.3.2	WBGene00001227	eif-3.D	7.43208088655697	STR_13083	STR length	16	REF
JU2572	R08D7.3.2	WBGene00001227	eif-3.D	7.35516913971948	STR_13083	STR length	16	REF
JU2575	R08D7.3.2	WBGene00001227	eif-3.D	7.38983917422121	STR_13083	STR length	16	REF
JU2576	R08D7.3.2	WBGene00001227	eif-3.D	7.39145273766192	STR_13083	STR length	16	REF
JU2578	R08D7.3.2	WBGene00001227	eif-3.D	7.23280966717115	STR_13083	STR length	16	REF
JU2581	R08D7.3.2	WBGene00001227	eif-3.D	7.24838678911116	STR_13083	STR length	16	REF
JU2586	R08D7.3.2	WBGene00001227	eif-3.D	7.1677644229499	STR_13083	STR length	16	REF
JU2592	R08D7.3.2	WBGene00001227	eif-3.D	7.34612090556684	STR_13083	STR length	16	REF
JU2600	R08D7.3.2	WBGene00001227	eif-3.D	7.25595955651119	STR_13083	STR length	16	REF
JU2610	R08D7.3.2	WBGene00001227	eif-3.D	7.21267449537237	STR_13083	STR length	16	REF
JU2619	R08D7.3.2	WBGene00001227	eif-3.D	7.13483109176008	STR_13083	STR length	16	REF
JU2811	R08D7.3.2	WBGene00001227	eif-3.D	7.38160907123569	STR_13083	STR length	16	REF
JU2838	R08D7.3.2	WBGene00001227	eif-3.D	7.34705677255251	STR_13083	STR length	16	REF
JU2841	R08D7.3.2	WBGene00001227	eif-3.D	7.26446912016582	STR_13083	STR length	16	REF
JU2853	R08D7.3.2	WBGene00001227	eif-3.D	6.97444516279254	STR_13083	STR length	16	REF
JU2862	R08D7.3.2	WBGene00001227	eif-3.D	7.22723976199963	STR_13083	STR length	16	REF
JU2866	R08D7.3.2	WBGene00001227	eif-3.D	7.20496876019083	STR_13083	STR length	16	REF
JU2879	R08D7.3.2	WBGene00001227	eif-3.D	7.11169316835322	STR_13083	STR length	16	REF
JU2906	R08D7.3.2	WBGene00001227	eif-3.D	7.27213615118405	STR_13083	STR length	16	REF
JU2907	R08D7.3.2	WBGene00001227	eif-3.D	7.23302775541756	STR_13083	STR length	16	REF
JU310	R08D7.3.2	WBGene00001227	eif-3.D	7.10018816322422	STR_13083	STR length	16	REF
JU311	R08D7.3.2	WBGene00001227	eif-3.D	7.1918178640524	STR_13083	STR length	16	REF
JU3128	R08D7.3.2	WBGene00001227	eif-3.D	7.33562711062029	STR_13083	STR length	16	REF
JU3132	R08D7.3.2	WBGene00001227	eif-3.D	7.28868006204755	STR_13083	STR length	16	REF
JU3134	R08D7.3.2	WBGene00001227	eif-3.D	7.31509634585804	STR_13083	STR length	16	REF
JU3144	R08D7.3.2	WBGene00001227	eif-3.D	7.22871357440509	STR_13083	STR length	16	REF
JU323	R08D7.3.2	WBGene00001227	eif-3.D	7.19319330391429	STR_13083	STR length	16	REF
JU346	R08D7.3.2	WBGene00001227	eif-3.D	7.32082134151788	STR_13083	STR length	16	REF
JU360	R08D7.3.2	WBGene00001227	eif-3.D	7.25078278990591	STR_13083	STR length	16	REF
JU367	R08D7.3.2	WBGene00001227	eif-3.D	7.28169285268527	STR_13083	STR length	16	REF
JU394	R08D7.3.2	WBGene00001227	eif-3.D	7.38227462737626	STR_13083	STR length	16	REF
JU406	R08D7.3.2	WBGene00001227	eif-3.D	7.31663058977319	STR_13083	STR length	16	REF
JU440	R08D7.3.2	WBGene00001227	eif-3.D	7.16220008402238	STR_13083	STR length	16	REF
JU642	R08D7.3.2	WBGene00001227	eif-3.D	7.03192545101758	STR_13083	STR length	16	REF
JU782	R08D7.3.2	WBGene00001227	eif-3.D	7.30361490268182	STR_13083	STR length	16	REF
JU830	R08D7.3.2	WBGene00001227	eif-3.D	7.08069996301597	STR_13083	STR length	16	REF
JU847	R08D7.3.2	WBGene00001227	eif-3.D	7.34522297363535	STR_13083	STR length	16	REF
KR314	R08D7.3.2	WBGene00001227	eif-3.D	7.31717663795488	STR_13083	STR length	16	REF
MY16	R08D7.3.2	WBGene00001227	eif-3.D	7.26380032128149	STR_13083	STR length	16	REF
MY18	R08D7.3.2	WBGene00001227	eif-3.D	7.29340306601165	STR_13083	STR length	16	REF
MY1	R08D7.3.2	WBGene00001227	eif-3.D	7.06731830196937	STR_13083	STR length	16	REF
MY2147	R08D7.3.2	WBGene00001227	eif-3.D	7.13286323422263	STR_13083	STR length	16	REF
MY2212	R08D7.3.2	WBGene00001227	eif-3.D	7.31889561774421	STR_13083	STR length	16	REF
MY2573	R08D7.3.2	WBGene00001227	eif-3.D	7.34542342688046	STR_13083	STR length	16	REF
MY2585	R08D7.3.2	WBGene00001227	eif-3.D	7.13819188799335	STR_13083	STR length	16	REF
MY2713	R08D7.3.2	WBGene00001227	eif-3.D	7.22935828036517	STR_13083	STR length	16	REF
MY518	R08D7.3.2	WBGene00001227	eif-3.D	7.20371399262997	STR_13083	STR length	16	REF
MY772	R08D7.3.2	WBGene00001227	eif-3.D	7.29737404048194	STR_13083	STR length	16	REF
MY795	R08D7.3.2	WBGene00001227	eif-3.D	7.30005887855676	STR_13083	STR length	16	REF
MY920	R08D7.3.2	WBGene00001227	eif-3.D	7.34451938235775	STR_13083	STR length	16	REF
N2	R08D7.3.2	WBGene00001227	eif-3.D	7.19615579115922	STR_13083	STR length	16	REF
NIC166	R08D7.3.2	WBGene00001227	eif-3.D	7.39165984916466	STR_13083	STR length	16	REF
NIC199	R08D7.3.2	WBGene00001227	eif-3.D	6.97188274555116	STR_13083	STR length	16	REF
NIC1	R08D7.3.2	WBGene00001227	eif-3.D	7.03695126298962	STR_13083	STR length	16	REF
NIC231	R08D7.3.2	WBGene00001227	eif-3.D	7.07511198401704	STR_13083	STR length	16	REF
NIC242	R08D7.3.2	WBGene00001227	eif-3.D	7.33288489605454	STR_13083	STR length	16	REF
NIC251	R08D7.3.2	WBGene00001227	eif-3.D	7.33774617800163	STR_13083	STR length	16	REF
NIC252	R08D7.3.2	WBGene00001227	eif-3.D	7.11250245080402	STR_13083	STR length	16	REF
NIC255	R08D7.3.2	WBGene00001227	eif-3.D	7.29484198698746	STR_13083	STR length	16	REF
NIC259	R08D7.3.2	WBGene00001227	eif-3.D	7.01118409211336	STR_13083	STR length	16	REF
NIC265	R08D7.3.2	WBGene00001227	eif-3.D	7.3289963654474	STR_13083	STR length	16	REF
NIC266	R08D7.3.2	WBGene00001227	eif-3.D	7.29255357110283	STR_13083	STR length	16	REF
NIC267	R08D7.3.2	WBGene00001227	eif-3.D	7.26014362431735	STR_13083	STR length	16	REF
NIC268	R08D7.3.2	WBGene00001227	eif-3.D	7.53188224356502	STR_13083	STR length	16	REF
NIC277	R08D7.3.2	WBGene00001227	eif-3.D	7.37878007181995	STR_13083	STR length	16	REF
NIC2	R08D7.3.2	WBGene00001227	eif-3.D	7.26376452512642	STR_13083	STR length	16	REF
NIC3	R08D7.3.2	WBGene00001227	eif-3.D	7.33865658836675	STR_13083	STR length	16	REF
NIC501	R08D7.3.2	WBGene00001227	eif-3.D	7.13347454815228	STR_13083	STR length	16	REF
NIC511	R08D7.3.2	WBGene00001227	eif-3.D	7.28967676756948	STR_13083	STR length	16	REF
NIC515	R08D7.3.2	WBGene00001227	eif-3.D	7.26915867409818	STR_13083	STR length	16	REF
NIC523	R08D7.3.2	WBGene00001227	eif-3.D	7.14642016665074	STR_13083	STR length	16	REF
NIC526	R08D7.3.2	WBGene00001227	eif-3.D	7.21426000483698	STR_13083	STR length	16	REF
NIC527	R08D7.3.2	WBGene00001227	eif-3.D	7.2323271331998	STR_13083	STR length	16	REF
NIC528	R08D7.3.2	WBGene00001227	eif-3.D	7.11548934201568	STR_13083	STR length	16	REF
NIC529	R08D7.3.2	WBGene00001227	eif-3.D	7.39132744119518	STR_13083	STR length	16	REF
PS2025	R08D7.3.2	WBGene00001227	eif-3.D	7.19654942393273	STR_13083	STR length	16	REF
PX179	R08D7.3.2	WBGene00001227	eif-3.D	7.28957434784444	STR_13083	STR length	16	REF
QG2075	R08D7.3.2	WBGene00001227	eif-3.D	7.23884631584528	STR_13083	STR length	16	REF
QG556	R08D7.3.2	WBGene00001227	eif-3.D	7.28244500480313	STR_13083	STR length	16	REF
QW947	R08D7.3.2	WBGene00001227	eif-3.D	7.32450900329739	STR_13083	STR length	16	REF
QX1212	R08D7.3.2	WBGene00001227	eif-3.D	7.19567337260939	STR_13083	STR length	16	REF
QX1233	R08D7.3.2	WBGene00001227	eif-3.D	7.3308661861381	STR_13083	STR length	16	REF
QX1791	R08D7.3.2	WBGene00001227	eif-3.D	7.25828608601465	STR_13083	STR length	16	REF
QX1792	R08D7.3.2	WBGene00001227	eif-3.D	7.20299628430975	STR_13083	STR length	16	REF
QX1794	R08D7.3.2	WBGene00001227	eif-3.D	7.00412906026256	STR_13083	STR length	16	REF
RC301	R08D7.3.2	WBGene00001227	eif-3.D	7.2746801594069	STR_13083	STR length	16	REF
WN2050	R08D7.3.2	WBGene00001227	eif-3.D	7.18146909605143	STR_13083	STR length	16	REF
XZ1513	R08D7.3.2	WBGene00001227	eif-3.D	7.21922015014987	STR_13083	STR length	16	REF
XZ1515	R08D7.3.2	WBGene00001227	eif-3.D	7.28248338942724	STR_13083	STR length	16	REF
CX11271	R08D7.3.2	WBGene00001227	eif-3.D	7.00631521493944	STR_13083	STR length	15	ALT
CX11285	R08D7.3.2	WBGene00001227	eif-3.D	6.97685550861094	STR_13083	STR length	15	ALT
ECA363	R08D7.3.2	WBGene00001227	eif-3.D	7.18564432193596	STR_13083	STR length	15	ALT
ECA705	R08D7.3.2	WBGene00001227	eif-3.D	7.30763568705895	STR_13083	STR length	15	ALT
ECA743	R08D7.3.2	WBGene00001227	eif-3.D	7.23960355630055	STR_13083	STR length	15	ALT
ECA745	R08D7.3.2	WBGene00001227	eif-3.D	7.08661847036738	STR_13083	STR length	15	ALT
ECA923	R08D7.3.2	WBGene00001227	eif-3.D	7.21896599874805	STR_13083	STR length	15	ALT
ED3040	R08D7.3.2	WBGene00001227	eif-3.D	7.01850266823159	STR_13083	STR length	15	ALT
JU1242	R08D7.3.2	WBGene00001227	eif-3.D	6.92539134290249	STR_13083	STR length	15	ALT
JU1409	R08D7.3.2	WBGene00001227	eif-3.D	6.98258690172498	STR_13083	STR length	15	ALT
JU1491	R08D7.3.2	WBGene00001227	eif-3.D	7.04164301233756	STR_13083	STR length	15	ALT
JU2001	R08D7.3.2	WBGene00001227	eif-3.D	7.16860025323665	STR_13083	STR length	15	ALT
JU2131	R08D7.3.2	WBGene00001227	eif-3.D	6.96705912176001	STR_13083	STR length	15	ALT
JU2250	R08D7.3.2	WBGene00001227	eif-3.D	7.03973713650087	STR_13083	STR length	15	ALT
JU2519	R08D7.3.2	WBGene00001227	eif-3.D	7.02539557601995	STR_13083	STR length	15	ALT
JU2522	R08D7.3.2	WBGene00001227	eif-3.D	7.23407444863169	STR_13083	STR length	15	ALT
JU2526	R08D7.3.2	WBGene00001227	eif-3.D	7.06699428413192	STR_13083	STR length	15	ALT
JU2570	R08D7.3.2	WBGene00001227	eif-3.D	7.1501702062037	STR_13083	STR length	15	ALT
JU3140	R08D7.3.2	WBGene00001227	eif-3.D	7.13784510116601	STR_13083	STR length	15	ALT
JU397	R08D7.3.2	WBGene00001227	eif-3.D	7.2173357669471	STR_13083	STR length	15	ALT
JU774	R08D7.3.2	WBGene00001227	eif-3.D	6.99802190918943	STR_13083	STR length	15	ALT
JU775	R08D7.3.2	WBGene00001227	eif-3.D	6.97478546715359	STR_13083	STR length	15	ALT
JU778	R08D7.3.2	WBGene00001227	eif-3.D	7.11706877955042	STR_13083	STR length	15	ALT
JU792	R08D7.3.2	WBGene00001227	eif-3.D	7.07327742225271	STR_13083	STR length	15	ALT
LKC34	R08D7.3.2	WBGene00001227	eif-3.D	7.08477489160692	STR_13083	STR length	15	ALT
MY10	R08D7.3.2	WBGene00001227	eif-3.D	7.17810316537946	STR_13083	STR length	15	ALT
MY23	R08D7.3.2	WBGene00001227	eif-3.D	7.06997880630958	STR_13083	STR length	15	ALT
NIC207	R08D7.3.2	WBGene00001227	eif-3.D	7.38011094588481	STR_13083	STR length	15	ALT
NIC236	R08D7.3.2	WBGene00001227	eif-3.D	7.14949296675583	STR_13083	STR length	15	ALT
NIC256	R08D7.3.2	WBGene00001227	eif-3.D	7.11146387968761	STR_13083	STR length	15	ALT
NIC258	R08D7.3.2	WBGene00001227	eif-3.D	7.1457913408628	STR_13083	STR length	15	ALT
NIC260	R08D7.3.2	WBGene00001227	eif-3.D	6.8764844300723	STR_13083	STR length	15	ALT
NIC261	R08D7.3.2	WBGene00001227	eif-3.D	6.98267256771448	STR_13083	STR length	15	ALT
NIC271	R08D7.3.2	WBGene00001227	eif-3.D	7.19618847441406	STR_13083	STR length	15	ALT
NIC274	R08D7.3.2	WBGene00001227	eif-3.D	6.88565707343141	STR_13083	STR length	15	ALT
NIC275	R08D7.3.2	WBGene00001227	eif-3.D	7.04821867153366	STR_13083	STR length	15	ALT
NIC276	R08D7.3.2	WBGene00001227	eif-3.D	7.18967862670625	STR_13083	STR length	15	ALT
NIC513	R08D7.3.2	WBGene00001227	eif-3.D	6.79824821841476	STR_13083	STR length	15	ALT
NIC514	R08D7.3.2	WBGene00001227	eif-3.D	7.23569013984717	STR_13083	STR length	15	ALT
QX1793	R08D7.3.2	WBGene00001227	eif-3.D	7.17760305512864	STR_13083	STR length	15	ALT
AB1	R11A5.4b.2	WBGene00011232	pck-2	1.01083792198963	STR_13083	STR length	16	REF
BRC20067	R11A5.4b.2	WBGene00011232	pck-2	0.842592000109081	STR_13083	STR length	16	REF
BRC20263	R11A5.4b.2	WBGene00011232	pck-2	1.1270330760882	STR_13083	STR length	16	REF
CB4852	R11A5.4b.2	WBGene00011232	pck-2	1.47141164502853	STR_13083	STR length	16	REF
CB4856	R11A5.4b.2	WBGene00011232	pck-2	1.85960715953322	STR_13083	STR length	16	REF
CX11254	R11A5.4b.2	WBGene00011232	pck-2	1.9545920043056	STR_13083	STR length	16	REF
CX11262	R11A5.4b.2	WBGene00011232	pck-2	1.21114184491229	STR_13083	STR length	16	REF
CX11264	R11A5.4b.2	WBGene00011232	pck-2	1.58109028583655	STR_13083	STR length	16	REF
CX11276	R11A5.4b.2	WBGene00011232	pck-2	1.74891741347222	STR_13083	STR length	16	REF
CX11292	R11A5.4b.2	WBGene00011232	pck-2	1.34249997535289	STR_13083	STR length	16	REF
CX11307	R11A5.4b.2	WBGene00011232	pck-2	1.22743656774273	STR_13083	STR length	16	REF
CX11314	R11A5.4b.2	WBGene00011232	pck-2	1.41165331215884	STR_13083	STR length	16	REF
CX11315	R11A5.4b.2	WBGene00011232	pck-2	1.67632958298252	STR_13083	STR length	16	REF
DL200	R11A5.4b.2	WBGene00011232	pck-2	1.1840388330654	STR_13083	STR length	16	REF
DL226	R11A5.4b.2	WBGene00011232	pck-2	2.33299419826249	STR_13083	STR length	16	REF
DL238	R11A5.4b.2	WBGene00011232	pck-2	1.20524728670914	STR_13083	STR length	16	REF
ECA189	R11A5.4b.2	WBGene00011232	pck-2	1.66013121231408	STR_13083	STR length	16	REF
CB4855	R11A5.4b.2	WBGene00011232	pck-2	0.915830423061764	STR_13083	STR length	16	REF
