transcript	pSTR	str_genotype	STR_var_exp	eQTL_Chr	eQTL_peak	eQTL_classification	eQTL_var_exp	LD	LD_level	nSTR_pheno
Y68A4A.12	STR_25579	STR genotype	0.25	V	16754382	Local eQTL	0.25	1	High LD	2
Y68A4A.12	STR_25579	STR length	0.25	V	16754382	Local eQTL	0.25	1	High LD	2
Y68A4B.2.1	STR_25500	STR genotype	0.19	V	16483939	Local eQTL	0.38	0.76	High LD	3
Y68A4B.2.1	STR_25500	STR length	0.32	V	16483939	Local eQTL	0.38	0.76	High LD	3
Y69A2AR.11	STR_17307	STR genotype	0.34	IV	2539245	Local eQTL	0.45	0.52	Moderate LD	3
Y69A2AR.11	STR_17353	STR length	0.44	IV	2539245	Local eQTL	0.44	0.93	High LD	2
Y69A2AR.12.1	STR_17291	STR genotype	0.28	IV	2539506	Local eQTL	0.82	0.69	Moderate LD	3
Y69A2AR.15.1	STR_17291	STR genotype	0.13	IV	2512833	Local eQTL	0.42	0.06	Low LD	4
Y69A2AR.15.1	STR_17088	STR length	0.02	IV	2512833	Local eQTL	0.39	0.15	Low LD	3
Y69A2AR.19b.1	STR_17287	STR genotype	0.7	IV	2466678	Local eQTL	0.52	0.66	Moderate LD	2
Y69A2AR.19b.1	STR_17287	STR length	0.7	IV	2466678	Local eQTL	0.52	0.66	Moderate LD	2
Y69A2AR.25.1	STR_17291	STR genotype	0.36	IV	2531937	Local eQTL	0.87	0.62	Moderate LD	3
Y69A2AR.2a.1	STR_17828	STR genotype	0.2	IV	2849850	Local eQTL	0.21	0.45	Moderate LD	2
Y69A2AR.2a.1	STR_17443	STR length	0.21	IV	2849850	Local eQTL	0.21	0.27	Low LD	3
Y69A2AR.46.1	STR_17648	STR genotype	0.44	IV	2769412	Local eQTL	0.41	0.87	High LD	2
Y69A2AR.46.1	STR_17629	STR length	0.21	IV	2769412	Local eQTL	0.43	0.4	Moderate LD	3
Y69A2AR.6.2	STR_17535	STR genotype	0.2	IV	3069385	Local eQTL	0.23	0.9	High LD	2
Y69A2AR.6.2	STR_17353	STR length	0.16	IV	3069385	Local eQTL	0.19	0.59	Moderate LD	2
Y69H2.2.1	STR_26361	STR genotype	0.71	V	18558659	Local eQTL	0.82	0.76	High LD	2
Y69H2.2.1	STR_26361	STR length	0.71	V	18558659	Local eQTL	0.82	0.76	High LD	2
Y69H2.3a.1	STR_26471	STR genotype	0.29	V	18685235	Local eQTL	0.56	0.34	Moderate LD	2
Y69H2.3a.1	STR_26039	STR length	0.3	V	18685235	Local eQTL	0.52	0.26	Low LD	2
Y69H2.3d.1	STR_26471	STR genotype	0.34	V	18685235	Local eQTL	0.72	0.34	Moderate LD	2
Y69H2.3d.1	STR_26419	STR length	0.27	V	18685235	Local eQTL	0.78	0.29	Low LD	2
Y69H2.3e.1	STR_26471	STR genotype	0.28	V	18685235	Local eQTL	0.75	0.34	Moderate LD	2
Y69H2.3e.1	STR_26039	STR length	0.28	V	18685235	Local eQTL	0.71	0.26	Low LD	2
Y69H2.3g.1	STR_26471	STR genotype	0.15	V	18685235	Local eQTL	0.58	0.34	Moderate LD	2
Y69H2.3g.1	STR_26039	STR length	0.15	V	18685235	Local eQTL	0.56	0.26	Low LD	2
Y69H2.3h.1	STR_25866	STR length	0.18	V	19510825	Local eQTL	0.35	0	Low LD	4
Y6D1A.1.1	STR_8839	STR genotype	0.68	II	11807503	Local eQTL	0.95	0.21	Low LD	6
Y6D1A.1.1	STR_8839	STR length	0.06	II	11807503	Local eQTL	0.95	0.19	Low LD	4
Y6D1A.1.2	STR_8839	STR genotype	0.65	II	11820563	Local eQTL	0.88	0.22	Low LD	6
Y6D1A.1.2	STR_8839	STR length	0.07	II	11820563	Local eQTL	0.88	0.21	Low LD	4
Y6D1A.3	STR_8914	STR genotype	0.97	II	11831226	Local eQTL	0.97	0.96	High LD	2
Y6D1A.3	STR_8914	STR length	0.97	II	11831226	Local eQTL	0.97	0.96	High LD	2
Y70C5A.3.1	STR_25430	STR genotype	0.53	V	16622000	Local eQTL	0.72	0.66	Moderate LD	3
Y70C5A.3.1	STR_25429	STR length	0.28	V	16622000	Local eQTL	0.69	0.63	Moderate LD	4
Y71A12B.10a.1	STR_5194	STR genotype	0.16	I	13861750	Local eQTL	0.16	1	High LD	2
Y71A12B.13a	STR_5194	STR genotype	0.25	I	13861750	Local eQTL	0.25	1	High LD	2
Y71A12B.13a	STR_5675	STR length	0.21	I	13861750	Local eQTL	0.25	0.43	Moderate LD	2
Y71A12B.13b	STR_5194	STR genotype	0.46	I	13861750	Local eQTL	0.46	1	High LD	2
Y71A12B.13b	STR_5678	STR length	0.33	I	13861750	Local eQTL	0.46	0.45	Moderate LD	2
Y71A12B.18	STR_5194	STR genotype	0.24	I	13861750	Local eQTL	0.24	1	High LD	2
Y71A12B.4.1	STR_5228	STR genotype	0.15	I	14101153	Local eQTL	0.16	0.96	High LD	2
Y71A12B.4.1	STR_5228	STR length	0.15	I	14101153	Local eQTL	0.16	0.96	High LD	2
Y71F9AL.10a.1	STR_1662	STR genotype	0.42	I	2804940	Local eQTL	0.41	0.7	High LD	2
Y71F9AL.10a.1	STR_1662	STR length	0.4	I	2804940	Local eQTL	0.41	0.67	Moderate LD	2
Y71F9AL.10b.1	STR_1620	STR genotype	0.46	I	2804940	Local eQTL	0.48	0.81	High LD	3
Y71F9AL.10b.1	STR_1620	STR length	0.51	I	2804940	Local eQTL	0.48	0.81	High LD	3
Y71F9AL.10c.1	STR_1620	STR genotype	0.46	I	2804940	Local eQTL	0.48	0.81	High LD	3
Y71F9AL.10c.1	STR_1620	STR length	0.52	I	2804940	Local eQTL	0.48	0.81	High LD	3
Y71F9AL.10d.1	STR_1620	STR genotype	0.52	I	2804940	Local eQTL	0.52	0.81	High LD	3
Y71F9AL.10d.1	STR_1620	STR length	0.58	I	2804940	Local eQTL	0.52	0.81	High LD	3
Y71F9AL.10e.1	STR_1517	STR genotype	0.22	I	2558789	Local eQTL	0.21	0.93	High LD	2
Y71F9AL.10e.1	STR_1517	STR length	0.22	I	2558789	Local eQTL	0.21	0.93	High LD	2
Y71F9AL.11.1	STR_1619	STR genotype	0.25	I	2820771	Local eQTL	0.29	0.74	High LD	2
Y71F9AL.11.1	STR_1619	STR length	0.24	I	2820771	Local eQTL	0.27	0.67	Moderate LD	2
Y71F9AM.5b.1	STR_1759	STR genotype	0.65	I	2930071	Local eQTL	0.85	0.77	High LD	2
Y71F9AM.5b.1	STR_1759	STR length	0.65	I	2930071	Local eQTL	0.85	0.77	High LD	2
Y71F9AR.2.1	STR_1736	STR genotype	0.22	I	2823448	Local eQTL	0.17	0.3	Moderate LD	2
Y71F9AR.2.1	STR_1736	STR length	0.22	I	2823448	Local eQTL	0.18	0.29	Low LD	2
Y71F9AR.4.2	STR_1736	STR genotype	0.26	I	3031319	Local eQTL	0.22	0.49	Moderate LD	2
Y71F9AR.4.2	STR_1736	STR length	0.27	I	3031319	Local eQTL	0.23	0.49	Moderate LD	2
Y71F9B.16a.1	STR_1620	STR genotype	0.18	I	2548402	Local eQTL	0.17	0.47	Moderate LD	3
Y71F9B.16a.1	STR_1620	STR length	0.2	I	2548402	Local eQTL	0.17	0.47	Moderate LD	3
Y71F9B.8a.2	STR_1595	STR genotype	0.14	I	2877377	Local eQTL	0.13	0.42	Moderate LD	2
Y71F9B.8a.2	STR_1517	STR length	0.15	I	2877377	Local eQTL	0.14	0.37	Moderate LD	2
Y71G12B.13.1	STR_1015	STR genotype	0.17	I	1748330	Local eQTL	0.14	0.24	Low LD	2
Y71G12B.13.1	STR_1015	STR length	0.17	I	1748330	Local eQTL	0.14	0.24	Low LD	2
Y71G12B.21.1	STR_1035	STR genotype	0.12	I	1673141	Local eQTL	0.15	0.51	Moderate LD	3
Y71G12B.21.1	STR_1035	STR length	0.03	I	1673141	Local eQTL	0.15	0.51	Moderate LD	3
Y71G12B.35.1	STR_1035	STR genotype	0.1	I	1673141	Local eQTL	0.2	0.51	Moderate LD	3
Y71G12B.35.1	STR_1035	STR length	0.01	I	1673141	Local eQTL	0.2	0.51	Moderate LD	3
Y71G12B.8.1	STR_1115	STR genotype	0.41	I	1739301	Local eQTL	0.45	0.47	Moderate LD	2
Y71G12B.8.1	STR_1115	STR length	0.41	I	1739301	Local eQTL	0.45	0.47	Moderate LD	2
Y71G12B.8.2	STR_1115	STR genotype	0.3	I	1739301	Local eQTL	0.14	0.47	Moderate LD	2
Y71G12B.8.2	STR_1115	STR length	0.3	I	1739301	Local eQTL	0.14	0.47	Moderate LD	2
Y71G12B.9a.1	STR_1603	STR genotype	0.15	I	2728998	Local eQTL	0.15	1	High LD	2
Y71H2AM.17.1	STR_11948	STR genotype	0.21	III	2763597	Local eQTL	0.38	0.53	Moderate LD	3
Y71H2AM.17.1	STR_12086	STR length	0.18	III	2763597	Local eQTL	0.3	0.2	Low LD	3
Y71H2AM.20a.1	STR_11931	STR genotype	0.55	III	2711178	Local eQTL	0.6	0.93	High LD	2
Y71H2AM.20a.1	STR_11931	STR length	0.55	III	2711178	Local eQTL	0.6	0.93	High LD	2
Y71H2AM.20b.1	STR_11931	STR genotype	0.72	III	2771432	Local eQTL	0.79	0.59	Moderate LD	2
Y71H2AM.20b.1	STR_11931	STR length	0.72	III	2771432	Local eQTL	0.79	0.59	Moderate LD	2
Y71H2AM.22a.1	STR_12061	STR genotype	0.41	III	2794606	Local eQTL	0.57	0.41	Moderate LD	2
Y71H2AM.22a.1	STR_12061	STR length	0.38	III	2794606	Local eQTL	0.5	0.36	Moderate LD	2
Y71H2AM.22b.1	STR_12061	STR genotype	0.44	III	2794606	Local eQTL	0.58	0.41	Moderate LD	2
Y71H2AM.22b.1	STR_12061	STR length	0.39	III	2794606	Local eQTL	0.52	0.36	Moderate LD	2
Y71H2AM.24.2	STR_12061	STR length	0.15	III	2760837	Local eQTL	0.22	0.31	Moderate LD	2
Y71H2AM.25.1	STR_12061	STR genotype	0.3	III	2794606	Local eQTL	0.49	0.41	Moderate LD	2
Y71H2AM.25.1	STR_12061	STR length	0.29	III	2794606	Local eQTL	0.41	0.36	Moderate LD	2
Y71H2AM.3.2	STR_12083	STR genotype	0	III	2849771	Local eQTL	0.46	0.06	Low LD	3
Y71H2AM.3.2	STR_12083	STR length	0.26	III	2849771	Local eQTL	0.47	0.06	Low LD	3
Y71H2AM.6a.1	STR_12217	STR genotype	0.22	III	2781955	Local eQTL	0.28	0.71	High LD	2
Y71H2AM.9.1	STR_11985	STR genotype	0.23	III	2666822	Local eQTL	0.28	0.45	Moderate LD	2
Y71H2AM.9.1	STR_12009	STR length	0.22	III	2666822	Local eQTL	0.3	0.53	Moderate LD	2
Y71H9A.2.1	STR_30171	STR genotype	0.23	X	11573458	Local eQTL	0.26	0.7	High LD	2
Y71H9A.2.1	STR_30171	STR length	0.23	X	11573458	Local eQTL	0.26	0.7	High LD	2
Y71H9A.3.1	STR_30213	STR genotype	0.23	X	11613066	Local eQTL	0.3	0.81	High LD	2
Y71H9A.3.1	STR_30213	STR length	0.23	X	11613066	Local eQTL	0.3	0.81	High LD	2
Y73B3A.12	STR_27385	STR genotype	0.65	X	340119	Local eQTL	0.65	1	High LD	2
Y73B3A.12	STR_27385	STR length	0.58	X	340119	Local eQTL	0.6	1	High LD	2
Y73B3A.7	STR_27385	STR genotype	0.46	X	340119	Local eQTL	0.46	1	High LD	2
Y73B3A.7	STR_27385	STR length	0.46	X	340119	Local eQTL	0.45	1	High LD	2
Y73B6BL.26b.1	STR_18815	STR genotype	0.18	IV	5788448	Local eQTL	0.2	0.8	High LD	2
Y73B6BL.26b.1	STR_18802	STR length	0.16	IV	5788448	Local eQTL	0.17	0.74	High LD	2
Y73B6BL.33b.1	STR_18708	STR genotype	0.35	IV	5433699	Local eQTL	0.42	0.78	High LD	2
Y73B6BL.33b.1	STR_18708	STR length	0.35	IV	5433699	Local eQTL	0.42	0.78	High LD	2
Y73C8B.1.1	STR_22813	STR genotype	0.49	V	3432406	Local eQTL	0.49	1	High LD	2
Y73C8B.1.1	STR_22813	STR length	0.49	V	3432406	Local eQTL	0.49	1	High LD	2
Y73E7A.3b.1	STR_986	STR genotype	0.21	I	1687738	Local eQTL	0.24	0.73	High LD	2
Y73E7A.3b.1	STR_986	STR length	0.21	I	1687738	Local eQTL	0.24	0.71	High LD	2
Y73E7A.7a.1	STR_1036	STR genotype	0.06	I	1636305	Local eQTL	0.35	0.25	Low LD	3
Y73E7A.7a.1	STR_1036	STR length	0.01	I	1636305	Local eQTL	0.35	0.25	Low LD	3
Y73E7A.9a.1	STR_1035	STR genotype	0.63	I	1649125	Local eQTL	0.81	0.42	Moderate LD	3
Y73E7A.9a.1	STR_1035	STR length	0.28	I	1649125	Local eQTL	0.81	0.42	Moderate LD	3
Y73E7A.9b.1	STR_1035	STR genotype	0.55	I	1649125	Local eQTL	0.74	0.42	Moderate LD	3
Y73E7A.9b.1	STR_1035	STR length	0.22	I	1649125	Local eQTL	0.74	0.42	Moderate LD	3
Y73F8A.14.1	STR_20918	STR genotype	0.42	IV	15243454	Local eQTL	0.55	0.83	High LD	3
Y73F8A.14.1	STR_20918	STR length	0.47	IV	15243454	Local eQTL	0.55	0.83	High LD	2
Y73F8A.25d.1	STR_20864	STR genotype	0.47	IV	15385730	Local eQTL	0.61	0.52	Moderate LD	3
Y73F8A.25d.1	STR_20864	STR length	0.23	IV	15385730	Local eQTL	0.61	0.52	Moderate LD	3
Y73F8A.26b.1	STR_21150	STR genotype	0.21	IV	15476272	Local eQTL	0.45	0.37	Moderate LD	3
Y73F8A.26b.1	STR_21181	STR length	0.4	IV	15476272	Local eQTL	0.42	0.37	Moderate LD	2
Y73F8A.31	STR_20901	STR genotype	0	IV	15531652	Local eQTL	0.16	0.08	Low LD	3
Y73F8A.31	STR_21039	STR length	0.03	IV	15531652	Local eQTL	0.18	0	Low LD	3
Y73F8A.34a.1	STR_21039	STR genotype	0.1	IV	15522705	Local eQTL	0.34	0.42	Moderate LD	3
Y73F8A.34a.1	STR_21039	STR length	0.11	IV	15522705	Local eQTL	0.34	0.42	Moderate LD	3
Y73F8A.34b.1	STR_21039	STR genotype	0.09	IV	15659103	Local eQTL	0.47	0.37	Moderate LD	3
Y73F8A.34b.1	STR_21039	STR length	0.21	IV	15659103	Local eQTL	0.47	0.37	Moderate LD	3
Y73F8A.6.2	STR_21150	STR length	0.15	IV	15256937	Local eQTL	0.16	0.63	Moderate LD	2
Y74C10AL.2.1	STR_1457	STR genotype	0.43	I	2452509	Local eQTL	0.67	0.69	Moderate LD	2
Y74C10AL.2.1	STR_1457	STR length	0.43	I	2452509	Local eQTL	0.67	0.69	Moderate LD	2
Y74C10AL.2.2	STR_1457	STR genotype	0.43	I	2452509	Local eQTL	0.67	0.69	Moderate LD	2
Y74C10AL.2.2	STR_1457	STR length	0.43	I	2452509	Local eQTL	0.67	0.69	Moderate LD	2
Y74C10AR.2.1	STR_1457	STR genotype	0.3	I	2523356	Local eQTL	0.27	0.17	Low LD	2
Y74C10AR.2.1	STR_1457	STR length	0.3	I	2523356	Local eQTL	0.27	0.17	Low LD	2
Y74C10AR.3a.2	STR_1553	STR genotype	0.05	I	2447699	Local eQTL	0.11	0.51	Moderate LD	3
Y74C10AR.3a.2	STR_1553	STR length	0.17	I	2447699	Local eQTL	0.11	0.51	Moderate LD	2
Y74C9A.2a.2	STR_42	STR genotype	0	I	839222	Local eQTL	0.16	0.05	Low LD	3
Y75B12A.1	STR_25088	STR genotype	0.4	V	15105307	Local eQTL	0.79	0.48	Moderate LD	3
Y75B12A.1	STR_25088	STR length	0.22	V	15105307	Local eQTL	0.79	0.48	Moderate LD	3
Y75B12B.1a.2	STR_25133	STR genotype	0.22	V	15221232	Local eQTL	0.31	0.62	Moderate LD	3
Y75B12B.1a.2	STR_25326	STR length	0.17	V	15221232	Local eQTL	0.31	0.47	Moderate LD	2
Y75B12B.1b.1	STR_25278	STR genotype	0.11	V	15182115	Local eQTL	0.22	0.24	Low LD	3
Y75B12B.1b.1	STR_25278	STR length	0	V	15182115	Local eQTL	0.24	0.25	Low LD	3
Y75B12B.2.2	STR_25133	STR genotype	0.56	V	15182115	Local eQTL	0.96	0.64	Moderate LD	3
Y75B12B.2.2	STR_25278	STR length	0.07	V	15182115	Local eQTL	0.91	0.25	Low LD	3
Y75B8A.25.2	STR_15339	STR genotype	0.15	III	12328097	Local eQTL	0.26	0.16	Low LD	3
Y75B8A.25.2	STR_15348	STR length	0.19	III	12328097	Local eQTL	0.26	0.28	Low LD	3
Y75B8A.5.1	STR_15141	STR genotype	0.15	III	11987767	Local eQTL	0.18	0.61	Moderate LD	2
Y75B8A.5.1	STR_15141	STR length	0.15	III	11987767	Local eQTL	0.18	0.61	Moderate LD	2
Y75B8A.5.2	STR_15141	STR genotype	0.21	III	12120400	Local eQTL	0.25	0.75	High LD	2
Y75B8A.5.2	STR_15141	STR length	0.21	III	12120400	Local eQTL	0.25	0.75	High LD	2
Y75B8A.7.1	STR_15078	STR genotype	0.24	III	12018647	Local eQTL	0.26	0.91	High LD	2
Y75B8A.7.1	STR_14954	STR length	0.24	III	12018647	Local eQTL	0.24	0.61	Moderate LD	2
Y75B8A.7.2	STR_15184	STR genotype	0.19	III	12074899	Local eQTL	0.17	0.23	Low LD	2
Y75B8A.7.2	STR_15184	STR length	0.19	III	12074899	Local eQTL	0.17	0.23	Low LD	2
Y75D11A.2.1	STR_27777	STR genotype	0.35	X	1658638	Local eQTL	0.35	1	High LD	2
Y75D11A.2.1	STR_28039	STR length	0.29	X	1658638	Local eQTL	0.34	0.43	Moderate LD	2
Y75D11A.3.1	STR_27477	STR genotype	0.62	X	1837187	Local eQTL	0.63	0.9	High LD	2
Y75D11A.3.1	STR_27633	STR length	0.61	X	1837187	Local eQTL	0.62	0.7	High LD	2
Y77E11A.10.1	STR_16693	STR genotype	0.14	IV	1421391	Local eQTL	0.29	0.47	Moderate LD	3
Y77E11A.10.1	STR_16693	STR length	0.27	IV	1421391	Local eQTL	0.29	0.45	Moderate LD	3
Y77E11A.13a.2	STR_16598	STR genotype	0.1	IV	1392773	Local eQTL	0.2	0.2	Low LD	3
Y77E11A.13a.2	STR_16598	STR length	0.16	IV	1392773	Local eQTL	0.2	0.2	Low LD	2
Y77E11A.2.1	STR_16711	STR genotype	0.38	IV	1461997	Local eQTL	0.46	0.69	Moderate LD	2
Y77E11A.2.1	STR_16753	STR length	0.35	IV	1461997	Local eQTL	0.47	0.59	Moderate LD	2
Y77E11A.2.2	STR_16746	STR genotype	0.16	IV	1405050	Local eQTL	0.23	0.43	Moderate LD	3
Y77E11A.2.2	STR_16746	STR length	0.17	IV	1405050	Local eQTL	0.23	0.44	Moderate LD	3
Y77E11A.4.2	STR_16693	STR genotype	0.15	IV	1422049	Local eQTL	0.17	0.86	High LD	3
Y77E11A.4.2	STR_16693	STR length	0.15	IV	1422049	Local eQTL	0.17	0.86	High LD	3
Y79H2A.1c.1	STR_15184	STR genotype	0.27	III	12772042	Local eQTL	0.18	0.05	Low LD	2
Y79H2A.1c.1	STR_15184	STR length	0.27	III	12772042	Local eQTL	0.18	0.05	Low LD	2
Y79H2A.6b.1	STR_15115	STR genotype	0.47	III	12120400	Local eQTL	0.51	0.54	Moderate LD	2
Y79H2A.6b.1	STR_15115	STR length	0.47	III	12120400	Local eQTL	0.51	0.54	Moderate LD	2
Y79H2A.6b.2	STR_15115	STR genotype	0.15	III	12268386	Local eQTL	0.15	0.27	Low LD	2
Y79H2A.6b.2	STR_15115	STR length	0.15	III	12268386	Local eQTL	0.15	0.27	Low LD	2
Y7A5A.11	STR_31125	STR genotype	0.02	X	15579399	Local eQTL	0.1	0	Low LD	4
Y7A5A.11	STR_31125	STR length	0.13	X	15579399	Local eQTL	0.1	0	Low LD	3
Y7A5A.1.2	STR_31234	STR genotype	0.3	X	15802855	Local eQTL	0.36	0.26	Low LD	2
Y7A5A.1.2	STR_31234	STR length	0.3	X	15802855	Local eQTL	0.36	0.26	Low LD	2
Y7A5A.2.1	STR_31459	STR genotype	0.19	X	15838662	Local eQTL	0.26	0.62	Moderate LD	2
Y7A5A.2.1	STR_31449	STR length	0.08	X	15838662	Local eQTL	0.29	0.28	Low LD	3
Y7A5A.24.1	STR_31425	STR genotype	0.52	X	15740337	Local eQTL	0.65	0.83	High LD	2
Y7A5A.24.1	STR_31425	STR length	0.52	X	15740337	Local eQTL	0.65	0.83	High LD	2
Y7A5A.25.1	STR_31323	STR genotype	0.52	X	15550869	Local eQTL	0.52	1	High LD	2
Y7A5A.25.1	STR_31433	STR length	0.14	X	15550869	Local eQTL	0.52	0.22	Low LD	3
Y7A5A.8.1	STR_31433	STR genotype	0.18	X	15801827	Local eQTL	0.25	0	Low LD	3
Y7A5A.8.1	STR_31433	STR length	0.02	X	15801827	Local eQTL	0.25	0	Low LD	3
Y7A9C.1	STR_21340	STR genotype	0.29	IV	16209985	Local eQTL	0.45	0.43	Moderate LD	2
Y7A9C.1	STR_21340	STR length	0.29	IV	16209985	Local eQTL	0.45	0.31	Moderate LD	2
Y80D3A.1.2	STR_26435	STR genotype	0.23	V	19503869	Local eQTL	0.25	0.64	Moderate LD	2
Y80D3A.1.2	STR_26435	STR length	0.23	V	19503869	Local eQTL	0.25	0.64	Moderate LD	2
Y80D3A.2b.1	STR_26249	STR genotype	0.24	V	18898401	Local eQTL	0.39	0.7	High LD	2
Y80D3A.2b.1	STR_26249	STR length	0.23	V	18898401	Local eQTL	0.39	0.7	High LD	2
Y80D3A.2e.1	STR_26361	STR genotype	0.52	V	18558659	Local eQTL	0.5	0.76	High LD	2
Y80D3A.2e.1	STR_26361	STR length	0.52	V	18558659	Local eQTL	0.5	0.76	High LD	2
Y80D3A.4.1	STR_26419	STR genotype	0.18	V	18943450	Local eQTL	0.34	0.33	Moderate LD	2
Y80D3A.4.1	STR_26419	STR length	0.18	V	18943450	Local eQTL	0.34	0.33	Moderate LD	2
Y81G3A.1.1	STR_9265	STR genotype	0.55	II	13366101	Local eQTL	0.65	0.55	Moderate LD	2
Y81G3A.1.1	STR_9232	STR length	0.53	II	13366101	Local eQTL	0.63	0.55	Moderate LD	2
Y82E9BL.10.1	STR_10992	STR genotype	0.22	III	1225561	Local eQTL	0.36	0.57	Moderate LD	2
Y82E9BL.10.1	STR_11011	STR length	0.14	III	1225561	Local eQTL	0.34	0.34	Moderate LD	3
Y82E9BL.11.1	STR_11194	STR length	0.2	III	1610545	Local eQTL	0.24	0.03	Low LD	2
Y82E9BL.17.1	STR_10984	STR genotype	0.29	III	1225561	Local eQTL	0.35	0.42	Moderate LD	3
Y82E9BL.17.1	STR_11011	STR length	0.24	III	1225561	Local eQTL	0.32	0.33	Moderate LD	3
Y82E9BL.7.1	STR_11027	STR genotype	0.04	III	1202668	Local eQTL	0.32	0.55	Moderate LD	3
Y82E9BL.7.1	STR_10956	STR length	0.27	III	1202668	Local eQTL	0.3	0.65	Moderate LD	2
Y82E9BL.9	STR_11011	STR genotype	0.03	III	1380538	Local eQTL	0.8	0.6	Moderate LD	3
Y82E9BL.9	STR_11011	STR length	0.66	III	1380538	Local eQTL	0.8	0.6	Moderate LD	3
Y82E9BR.1	STR_11194	STR length	0	III	1604777	Local eQTL	0.36	0.1	Low LD	3
Y82E9BR.2	STR_10930	STR genotype	0.4	III	1438511	Local eQTL	0.98	0.42	Moderate LD	2
Y82E9BR.2	STR_10930	STR length	0.4	III	1438511	Local eQTL	0.98	0.42	Moderate LD	2
Y87G2A.5.2	STR_5207	STR length	0.15	I	13562995	Local eQTL	0.14	0.51	Moderate LD	2
Y92C3B.1.1	STR_11043	STR genotype	0.26	III	620571	Local eQTL	0.26	0.05	Low LD	2
Y92C3B.1.1	STR_11043	STR length	0.26	III	620571	Local eQTL	0.26	0.05	Low LD	2
Y92C3B.3b.1	STR_11025	STR genotype	0.22	III	912366	Local eQTL	0.23	0.68	Moderate LD	2
Y92C3B.3b.1	STR_11025	STR length	0.2	III	912366	Local eQTL	0.23	0.65	Moderate LD	2
Y92H12A.4a.1	STR_915	STR genotype	0.51	I	1498077	Local eQTL	0.55	0.83	High LD	2
Y92H12A.4a.1	STR_915	STR length	0.49	I	1498077	Local eQTL	0.52	0.74	High LD	2
Y92H12A.4a.2	STR_884	STR genotype	0.38	I	1653135	Local eQTL	0.36	0.45	Moderate LD	2
Y92H12A.4a.2	STR_884	STR length	0.38	I	1653135	Local eQTL	0.34	0.45	Moderate LD	2
Y92H12A.5a.1	STR_884	STR genotype	0.23	I	1404829	Local eQTL	0.3	0.72	High LD	2
Y92H12A.5a.1	STR_884	STR length	0.22	I	1404829	Local eQTL	0.29	0.72	High LD	2
Y92H12A.5b.2	STR_759	STR genotype	0.2	I	1404829	Local eQTL	0.23	0.82	High LD	2
Y92H12A.5b.2	STR_915	STR length	0.16	I	1404829	Local eQTL	0.24	0.44	Moderate LD	2
Y92H12BL.1a.1	STR_759	STR genotype	0.46	I	1247844	Local eQTL	0.46	1	High LD	2
Y92H12BL.1a.1	STR_906	STR length	0.35	I	1247844	Local eQTL	0.43	0.55	Moderate LD	2
Y92H12BR.3a.1	STR_884	STR genotype	0.18	I	1557672	Local eQTL	0.15	0.8	High LD	2
Y92H12BR.3a.1	STR_884	STR length	0.18	I	1557672	Local eQTL	0.15	0.8	High LD	2
Y92H12BR.3a.2	STR_884	STR genotype	0.25	I	1410349	Local eQTL	0.24	0.86	High LD	2
Y92H12BR.3a.2	STR_884	STR length	0.25	I	1410349	Local eQTL	0.24	0.86	High LD	2
Y92H12BR.3b.1	STR_647	STR genotype	0.61	I	1460652	Local eQTL	0.87	0.35	Moderate LD	3
Y92H12BR.3b.1	STR_1085	STR length	0.63	I	1460652	Local eQTL	0.87	0.74	High LD	2
Y92H12BR.4	STR_854	STR genotype	0.37	I	1435250	Local eQTL	0.26	0.12	Low LD	2
Y92H12BR.4	STR_915	STR length	0.32	I	1435250	Local eQTL	0.28	0.08	Low LD	2
Y92H12BR.6.1	STR_759	STR genotype	0.28	I	1400428	Local eQTL	0.32	0.5	Moderate LD	2
Y92H12BR.6.1	STR_714	STR length	0.2	I	1400428	Local eQTL	0.36	0.44	Moderate LD	2
Y92H12BR.8.1	STR_320	STR genotype	0.07	I	1435250	Local eQTL	0.24	0.05	Low LD	3
Y92H12BR.8.1	STR_939	STR length	0.15	I	1435250	Local eQTL	0.24	0.21	Low LD	2
Y94H6A.10.1	STR_17443	STR genotype	0.49	IV	2706065	Local eQTL	0.91	0.96	High LD	3
Y94H6A.10.1	STR_17443	STR length	0.91	IV	2706065	Local eQTL	0.95	0.96	High LD	3
Y94H6A.12a.1	STR_17516	STR genotype	0.65	IV	2807980	Local eQTL	0.62	0.92	High LD	2
Y94H6A.12a.1	STR_17443	STR length	0.62	IV	2807980	Local eQTL	0.68	0.91	High LD	3
Y94H6A.12a.2	STR_17443	STR genotype	0.59	IV	2758101	Local eQTL	0.97	0.96	High LD	3
Y94H6A.12a.2	STR_17443	STR length	0.91	IV	2758101	Local eQTL	0.97	1	High LD	3
Y94H6A.7.1	STR_17443	STR genotype	0.52	IV	2758101	Local eQTL	0.95	0.97	High LD	3
Y94H6A.7.1	STR_17443	STR length	0.89	IV	2758101	Local eQTL	0.95	1	High LD	3
Y94H6A.7.2	STR_17443	STR genotype	0.4	IV	2758101	Local eQTL	0.58	0.97	High LD	3
Y94H6A.7.2	STR_17443	STR length	0.5	IV	2758101	Local eQTL	0.58	1	High LD	3
Y95B8A.11a.1	STR_289	STR genotype	0.15	I	1059600	Local eQTL	0.16	0.57	Moderate LD	2
Y95B8A.11a.1	STR_289	STR length	0.17	I	1059600	Local eQTL	0.18	0.56	Moderate LD	2
